username,rating,language,title,review_text,date,country,sentiment,summary,sentiment_clean
Roger,4,nl,Zo maar uit dank,Zo maar uit dank,2024-03-26,BE,Positive,The customer is expressing appreciation for the item.,Positive
Philip,4,nl,Makkelijk,"Makkelijk, veel info, ruime keuze",2024-03-24,BE,Positive,The customer found the service to be very informative and pleasant.,Positive
Olivier Clement,1,nl,Ondanks deze gratis is,"Ondanks deze gratis is, inclusief kredietkaart is het echt een slechte bank bij momenten van urgentie/noodgevallen. 
Het is een volledige online bank met 1 kantoor in het Antwerpse. Maar voor bijna alle diensten ivm blokkeringen kredietkaarten / kaarten en app moet je inbellen. Want verschrikkelijk is. Via mail replyen ze weken later pas. 
Idd je een bankrekening zoekt die je niet actief gebruikt, bijvoorbeeld voor beleggingen, is het een oké bank. Van zodra je deze bank wil gebruiken als hoofdbank is het een ramp. Bespaar u de problemen en neem een betaalrekening bij conrurrenten. ",2024-03-23,BE,Positive,"The customer appreciates Ondanks for the free offer and notes it as a trustworthy online bank with one location in Antwerp. However, there are issues with credit card blocking and recurring billing which they find frustrating. The customer suggests improving these areas by implementing beta testing and addressing current problems to enhance their banking experience.",Positive
Richard Houben,5,nl,Ervaring met Keytrade Bank.,"Ik ben eigenlijk geheel toevallig bij Ketyrade Bank terecht gekomen omdat mijn vorige bank haar Belgische activiteiten stopte. Ik heb alleen maar zeer goede ervaringen met Keytrade Bank. 
Super.",2024-03-21,BE,1. **Sentiment:** Positive,"2. **Summary:** The customer is satisfied with Ketyrade Bank's Belgian activities and has excellent service overall, particularly noting the positive experiences they had with Keytrade Bank.",Positive
Irina Bergé,1,nl,Mijn kaart werd geblokkeerd,"Mijn kaart werd geblokkeerd, want ik heb het in Rusland gebruikt.ik wist niet over de sancties   En de bank besloot mijn rekening af te sluiten. ",2024-03-20,BE,Negative,The customer is unhappy with their purchase and has issues with the product.,Negative
Wim Jacobs,4,nl,contact met de bank kan beter,"ik heb over het algemeen enkel positieve ervaring.
hetgeen volgens mij wel beter kan is het contact met de klant.Dit mag zeker via mail maar kan volgens mij wel sneller en duidelijker",2024-03-20,BE,Positive,"The customer praises the overall positive experience, noting that they feel better communicating with the company via email compared to phone.",Positive
Philip,4,nl,"Super, maar met ruimte voor verbetering.","Super service in vergelijking met de klassieke banken. Gemakkelijk te gebruiken app. 
Het lukt wel niet altijd om online iets betaald te krijgen via de smartphone. Op dat moment kan je niet anders dan de app gebruiken van een andere bank, ... en dat zou toch echt niet de bedoeling mogen zijn.",2024-03-20,BE,Neutral,"The customer is expressing neutral sentiments, neither highly positive nor negative. They mention good service and convenience with smartphones but also highlight an issue where the app doesn't always reflect real-time changes on other banks.",Neutral
Steven Van de Velde,2,nl,Ooit werkt het,"Uiteindelijk werkt alles, maar zonder support mag je het vergeten.
2 jaar geleden opstart rekening. Of het nu om de bankkaart ging, de hardkey login, de opening rekening, de visa. Elke keer loop je wel ergens op een foutmelding en werkt het systeem niet zoals men beweert dat het zou moeten werken. Elke keer heb je support nodig om iets te doen. Soms hang je 3 kwartier in de wachtrij, soms is de verbinding superslecht.

We hebben nu een tweede bankrekening nodig. Support beweert dat dit via de homepage /onboarding kan.
Bij de tweede rekeninghouder krijgen we een foutmelding. Support beweert dat dit niet kan.
Tja... Elke keer prijs.",2024-03-19,BE,1. **Sentiment:** Negative,"2. **Summary:** The customer had issues with their work, but received no support for these problems, causing frustration as the system did not function properly, especially when trying to log in and handle visas. The second banking session was unsatisfactory due to a buffering issue on the website/onboarding, which prevented any useful work from being done until support intervened. Additionally, there was an unresolved problem with payments.",Negative
Pat van Rompay,1,nl,Nutteloze bankrekening en app,"In september 2023 veranderde ik van iPhone 11 naar de iPhone 15. Sindsdien werkt de app niet meer. Een poosje nadien begon de bankkaart kuren te krijgen en weigerde systematisch te functioneren. Als ik dan de bank hierover belde, kreeg ik als antwoord: « Ze staat nog open » (???). In oktober had ik de bankkaart weggelegd, omdat ik wegens dringende zaken naar de kliniek moest. Bij mijn terugkomst thuis was ze verdwenen en heb ik haar laten blokkeren bij Cardstop. Ik heb dit gemeld bij de bank. De bankbediende, verantwoordelijk voor het hernieuwen van de bankkaarten vroeg mij naar de drie laatste verrichtingen op mijn bankrekening ??? En gisteren stuurden ze reklame over de nieuwe debetkaart, wat mij letterlijk deed ontploffen. Nu heb ik een klacht ingediend… 
Ik heb inmiddels met de bemiddelaar die de klachten behandelt, gesproken. Mijn besluit de Keytrade bank te verlaten, stond reeds vast, aangezien het om een vrij groot geldbedrag ging. Zes maand is doodgewoon te lang om iemand aan het lijntje te houden.",2024-03-14,BE,Negative,"The customer is unhappy with the iPhone upgrade from iPhone 11 to iPhone 15. They mention issues with the app not functioning properly, banks being locked up, problems at the clinic due to payment delays, and frustration with the Keytrade bank's handling of their deposit.",Negative
Geert,5,nl,Tevreden,"Ik ben heel tevreden, alles verloopt heel vlot in een duidelijke app (en ook bij het internetbankieren). Gratis service en de 5 eurocent bonus is een leuk extraatje dat motiveert om de kaart in de winkels te gebruiken!",2024-03-14,BE,Positive,"The customer is highly satisfied with the service provided, appreciating its free and generous 5-eurocent bonus.",Positive
Conny Lens,4,nl,Zeer tevreden ,De kosten verbonden aan de zichtrekening zijn over het algemeen vééel lager dan bij de grootbanken. Duidelijke tarieven. Handige app voor beleggingen. Zeer tevreden. ,2024-03-14,BE,Positive,The customer is satisfied with the product because it performs well compared to competitors and provides excellent reviews. They also recommend the app for good experiences.,Positive
Koen Vs,4,nl,Superhandige en overzichtelijke app,Superhandige en overzichtelijke app,2024-03-14,BE,Positive,Superhandige en overzichtelijke app,Positive
Franky Du Caju,3,nl,"Alles is goed , maar ....","Alles is goed . De app is voldoende. Is gratis en krijgt vergoeding per verrichting. 
Daarnaast zijn er ook belangrijke minpunten. Overschrijvingen zijn tergend traag. Dit zal misschien verdwijnen wanneer de banken verplicht worden om snel overschrijvingen uit te voeren. Ook het koppelen van Payconiq was heel omslachtig. Verder gebeurt alles als bij andere banken maar trager.",2024-03-12,BE,Positive,"The customer is satisfied with the app's performance and finds it free and beneficial for their activities. They appreciate its value, especially when considering the time saved.",Positive
Tiny,1,nl,Antwoord op Veronique,"Mijn ID was helemaal niet verlopen of vervangen, noch die van mijn partner, waarmee ik ook heb proberen aanmelden. Ik heb mijn ID  en itsme zowel voor als na mijn aanmelding bij Keytrade zonder problemen kunnen gebruiken bij andere sites.

Weigering van kredietkaart terwijl we aan alle voorwaarden voldoen zonder mededeling van reden is wel heel willekeurig en á la tête du client. Een serieuze bank onwaardig.",2024-03-12,BE,1. Negative,"2. The reviewer had issues with their ID card that were not resolved by Keytrade, and found it inconvenient to have to contact the bank separately, as it was too difficult for the client at all times. Additionally, they feel the service provided is inconsistent, with occasional lack of support, leading them to describe it as ""serieuze.""",Negative
Wilfried Van Gestel,4,nl,Waarom Keytrade,"M.i. heeft Keytrade alles waar een digitale bank aan kan voldoen. Goede service, snelle verwerking van het gevraagde en een eerlijke intrest. Als kers op de taart ( eurocent per verrichting, geen schatten maar aangenaam op het einde van de maand.",2024-03-12,BE,Positive,"M.i. heeft Keytrade alles waar een digitale bank aan kan voldoen, goede service, snelle verwerking, en kers op de taart (eurocent per verrichting, geen schatten maar aangenaam op het einde van de maand).",Positive
fim7356,5,nl,Geen maandelijkse kosten verbonden,"Geen maandelijkse kosten verbonden voor beheer, zelfs een klein voordeel per verrichting.",2024-03-11,BE,1. **Sentiment:** Neutral,2. **Summary:** The review states that the service was not cost-effective and provided only a small inconvenience through redressing.,Neutral
ach heeem,1,nl,Vermijden,"Vermijden. Deze bank doet zijn best om reviews te verwijderen dan op zichzelf te werken om te verbeteren.  Mijn advies, vermijden.  Het is echt niet de best keuze",2024-03-11,BE,1. **Sentiment:** Positive,"2. **Summary:** Vermijden. Deze bank doet zijn best om reviews te verwijderen dan op zichzelf te werken om te verbeteren. Mijn advies, vermijden. Het is echt niet de best keuze",Positive
Dirk Demeulenaere,1,nl,Een ongelooflijk slechte website,"Een ongelooflijk slechte website. Altijd problemen met inloggen zoals:
'Er ging iets fout, gaf u alle informatie correct in? Gelieve contact op te nemen met onze klantendienst als deze fout zich blijft voordoen. (code 6015)'. Als het dan lukt dan vlieg je er snel weer uit. Al met verschillende geprobeerd, allemaal hetzelfde... nog nooit problemen gehad met banken maar dit hier slaat alles...",2024-03-08,BE,N/A,,N/a
Caroline B.,4,nl,Goede app,"Goede app, soms wel lang wachten voor klantenservice maar wel steeds vriendelijk.",2024-03-07,BE,Neutral,The customer found good for service and sometimes friendly.,Neutral
yves ac maesen,1,nl,We zijn gepensioneerden en 60 +…,We zijn gepensioneerden en 60 + waardoor we niet digitaal top zijn. De zaken eenvoudig houden is de boodschap. Soms verschijnen er vaste meldingen bij een aandeel ( vb LSP ) en dan klik je erop en krijg je een leeg venster. LET OP : Onze computer MC Book is UP TO DATE ! Dan zit je daar en zou je moeten telefoneren om uitleg. Dat is niet zo evident. Dan bellen we maar niet en hopen we dat het eens aangepakt zal worden zonder dat we klagen. ,2024-03-07,BE,Positive,"The customer appreciates the updated MC Book, suggesting a positive experience with the software.",Positive
Ignace,4,nl,Snelle en degelijke service,Snelle en degelijke service. Documenten vind je vrij eenvoudig terug. Alles werkt vrij intuïtief. Een ideale bank om eenvoudig zelf te beleggen.,2024-03-06,BE,Positive,"The customer is satisfied with fast and reliable service, appreciates having all documents readily available, and finds everything to be trustworthy.",Positive
Marcel,5,nl,een goede bank?,een goede bank?? volgens mij waar je niet voortdurend reclame krijgt om fondsen te kopen ,2024-03-06,BE,Neutral,"The customer is expressing dissatisfaction by stating they did not find the product appealing and felt compelled to reclaim it, indicating a negative experience.",Neutral
raymond,3,nl,tevreden klant,"gratis rekeningen en kaarten.
5 €cent per verrichting is stimulerend.
Beurs verrichtingen worden correct uitgevoerd, opmerking: wel duur.
verklaringen over beurstermen zaten vroeger in een les tool dus is nu onvindbaar",2024-03-06,BE,Positive,"The customer is satisfied with the free gifts and offers, finding them refreshing.",Positive
Roosje,4,nl,Logische opbouw,Logische opbouw,2024-03-06,NL,Positive,The customer is satisfied with their purchase.,Positive
Filip,3,nl,Ik heb verschillende keren geprobeerd…,Ik heb verschillende keren geprobeerd een extra rekening te openen. Reactie kwam er niet...,2024-03-06,BE,Negative,The customer found the product unhelpful and unresponsive.,Negative
Karl,1,nl,Dit is niet ernstig meer,"Dit is niet ernstig meer : op 4 december '23 gaf ik Keytradebank opdracht mijn (weliswaar bescheiden) effectenportefeuille te liquideren. We zijn nu meer dan een maand verder en er beweegt niets.
Ook eerdere ervaring met Keytrade zijn ronduit negatief : onbereikbaar, geen of zinloze reactie van een 'bot' op mails en bellen geeft alleen wachtmuziek. Toen ik een voorgaande ervaring neerpende in Trustpilot kwam er die standaard verontschuldiging van zgz. 'Veronique' (waarschijnlijk een bot) maar het resultaat is... niks !",2024-01-11,BE,Negative,"The customer had a negative experience with Keytradebank's service, reporting issues with the effectsportefeuille and receiving a negative rating from Keytrade. They also mention feeling overlooked and ignored by an automated system on emails and experiencing annoyance due to the lack of non-audible responses (""bellen geeft alleen wachtmuziek"").",Negative
